ts,cmd_get,cmd_set,get_hits,get_misses,rcount,ravg,rp99,wcount,wavg,wp99,badcrc,err5,cpu_total,cpu_idle,re2ec,re2ea,re2ep99,we2ec,we2ea,we2ep99,radmit,wadmit,wret,waitenq,yields
1785577683.403260899,360894530,63176805,360894530,0,360894530,40316,88500,63180869,8309,32800,0,0,422630962,381173777,360894530,242872,585400,63185867,9448,38000,202555,983,154,1018850699,0
1785577684.436002986,360894530,67360824,360894530,0,360894530,40316,88500,67364580,8292,32600,0,0,422634051,381173851,360894530,242872,585400,67369420,9412,37600,202555,963,155,1018850699,0
1785577685.477434361,360894530,71663267,360894530,0,360894530,40316,88500,71666678,8271,32400,0,0,422637165,381173887,360894530,242872,585400,71671601,9371,37100,202555,944,154,1018850699,0
1785577686.513219467,360894530,75942484,360894530,0,360894530,40316,88500,75947236,8253,32300,0,0,422640254,381173913,360894530,242872,585400,75952983,9336,36800,202555,927,154,1018850699,0
1785577687.547912264,360894530,80195663,360894530,0,360894530,40316,88500,80199909,8238,32100,0,0,422643344,381173957,360894530,242872,585400,80204811,9306,36500,202555,912,153,1018850699,0
1785577688.583834456,360894530,84502572,360894530,0,360894530,40316,88500,84506409,8221,32000,0,0,422646439,381173973,360894530,242872,585400,84511429,9273,36200,202555,898,152,1018850699,0
1785577689.620266924,360894530,88786233,360894530,0,360894530,40316,88500,88790287,8208,31900,0,0,422649530,381174003,360894530,242872,585400,88795865,9247,35900,202555,886,152,1018850699,0
1785577690.661722105,360894530,93054346,360894530,0,360894530,40316,88500,93058563,8197,31800,0,0,422652638,381174042,360894530,242872,585400,93063572,9225,35700,202555,876,151,1018850699,0
1785577691.694018002,360894530,97357375,360894530,0,360894530,40316,88500,97361198,8184,31600,0,0,422655717,381174056,360894530,242872,585400,97366319,9201,35500,202555,866,150,1018850699,0
1785577692.734821094,360894530,101588026,360894530,0,360894530,40316,88500,101592090,8177,31600,0,0,422658829,381174119,360894530,242872,585400,101597474,9186,35400,202555,857,151,1018850699,0
1785577693.772816249,360894530,105891620,360894530,0,360894530,40316,88500,105896291,8166,31500,0,0,422661924,381174134,360894530,242872,585400,105901486,9166,35200,202555,848,150,1018850699,0
1785577694.809940627,360894530,110216621,360894530,0,360894530,40316,88500,110220635,8156,31400,0,0,422665019,381174150,360894530,242872,585400,110225563,9147,35000,202555,840,149,1018850699,0
1785577695.849074422,360894530,114444176,360894530,0,360894530,40316,88500,114448029,8151,31300,0,0,422668125,381174215,360894530,242872,585400,114452966,9136,34900,202555,833,149,1018850699,0
1785577696.886805100,360894530,118750557,360894530,0,360894530,40316,88500,118754545,8143,31300,0,0,422671223,381174234,360894530,242872,585400,118759609,9120,34800,202555,827,149,1018850699,0
1785577697.925143412,360894530,123062154,360894530,0,360894530,40316,88500,123065789,8135,31200,0,0,422674325,381174261,360894530,242872,585400,123071100,9105,34600,202555,820,148,1018850699,0
