ts,cmd_get,cmd_set,get_hits,get_misses,rcount,ravg,rp99,wcount,wavg,wp99,badcrc,err5,cpu_total,cpu_idle,re2ec,re2ea,re2ep99,we2ec,we2ea,we2ep99,radmit,wadmit,wret,waitenq,yields,srvc,srva,srvp50,srvp99,quec,quea,bkc,bka,rxfer,rcrypto,rsync,wxfer,wcrypto,wsync,rp50,wp50
1785950386.533843097,0,1000003,0,0,0,0,0,1000003,30891,473100,0,0,648488599,624542322,0,0,0,1000002,53345,739200,0,22091,361,0,0,1000029,398180,257400,1860800,1000029,77476,999995,319440,0,0,0,27662,1919,19,0,9000
1785950387.559348125,0,1000003,0,0,0,0,0,1000003,30891,473100,0,0,648491674,624545393,0,0,0,1000002,53345,739200,0,22091,361,0,0,1000031,398189,257400,1860900,1000031,77481,999995,319440,0,0,0,27662,1919,19,0,9000
1785950388.585129945,0,1000003,0,0,0,0,0,1000003,30891,473100,0,0,648494750,624548465,0,0,0,1000002,53345,739200,0,22091,361,0,0,1000033,398197,257400,1861000,1000033,77485,999995,319440,0,0,0,27662,1919,19,0,9000
1785950389.608915695,0,1000003,0,0,0,0,0,1000003,30891,473100,0,0,648497821,624551532,0,0,0,1000002,53345,739200,0,22091,361,0,0,1000035,398206,257400,1861100,1000035,77489,999995,319440,0,0,0,27662,1919,19,0,9000
1785950390.634500341,0,1000003,0,0,0,0,0,1000003,30891,473100,0,0,648500898,624554579,0,0,0,1000002,53345,739200,0,22091,361,0,0,1000037,398214,257400,1861600,1000037,77494,999995,319440,0,0,0,27662,1919,19,0,9000
1785950391.659490366,0,1000003,0,0,0,0,0,1000003,30891,473100,0,0,648503970,624557624,0,0,0,1000003,60688,739300,0,22091,7704,0,0,1000047,456963,257400,1864200,1000047,77498,1000003,378183,0,0,0,27662,1919,19,0,9000
1785950392.685917327,0,1000064,0,0,0,0,0,1000064,30890,473100,0,0,648507048,624560564,0,0,0,1000064,60685,739300,0,22090,7703,0,0,1000112,456955,257400,1864700,1000112,77503,1000064,378163,0,0,0,27661,1919,19,0,9000
1785950393.710200241,0,1000064,0,0,0,0,0,1000064,30890,473100,0,0,648510120,624563626,0,0,0,1000064,60685,739300,0,22090,7703,0,0,1000114,456964,257400,1864900,1000114,77508,1000064,378163,0,0,0,27661,1919,19,0,9000
1785950394.734330317,0,1000064,0,0,0,0,0,1000064,30890,473100,0,0,648513189,624566671,0,0,0,1000064,60685,739300,0,22090,7703,0,0,1000118,456972,257400,1865200,1000118,77512,1000064,378163,0,0,0,27661,1919,19,0,9000
1785950395.760053312,0,1000064,0,0,0,0,0,1000064,30890,473100,0,0,648516268,624569741,0,0,0,1000064,60685,739300,0,22090,7703,0,0,1000122,456988,257400,1866100,1000122,77520,1000064,378163,0,0,0,27661,1919,19,0,9000
1785950396.785793894,0,1000064,0,0,0,0,0,1000064,30890,473100,0,0,648519343,624572786,0,0,0,1000064,60685,739300,0,22090,7703,0,0,1000124,456997,257400,1867400,1000124,77525,1000064,378163,0,0,0,27661,1919,19,0,9000
